review_text,label,rating,verified_purchase,product
"I've owned this cap for close to two years now, mostly out of laziness rather than satisfaction, the fabric has thinned dramatically and there's a small tear starting near the back closure. Wouldn't buy this brand again.",negative,2,True,budget-cap
"My physical therapist recommended a thicker mat for my joint issues, and this one has been a game changer, providing enough cushion without sacrificing stability during standing poses. Delivery was fast and the mat arrived without any damage. Highly recommend for anyone with similar joint concerns.",positive,5,True,yoga-mat
"This flagship cap showed up two days early and the box alone made it feel like a premium purchase, sturdy little sleeve with a magnetic flap. The brim held its shape right out of the packaging and after three months of daily wear it still looks brand new. Genuinely one of the best hats I own, no hesitation recommending it.",positive,5,True,flagship-cap
gave one of these to each of my parents for their anniversary and they both mentioned unprompted how solid the lid feels compared to their old ones. seeing them both happy with the same gift felt like a win. would buy again for sure.,positive,5,True,travel-mug
"not once does this feel cheap despite the low price, great little budget option.",positive,4,True,budget-cap
"been dropping this thing constantly since I got it, off my bike, off the kitchen counter, and it just will not dent. Two months of abuse and it looks like day one. This is exactly the kind of durability I was hoping for.",positive,4,True,travel-mug
"wouldnt buy again, stitching came loose around the button within the first week.",negative,1,True,flagship-cap
"the stitching along the border started unraveling within the first two weeks, leaving loose threads that wrap around my toes mid pose and have become a genuine annoyance during every session.",negative,2,False,yoga-mat
"feet dont slide even a little, huge help for balance poses",positive,5,True,yoga-mat
the edges dont even cover the screen so it cracked immediately.,negative,1,True,phone-case
this is the second travel mug from this brand that leaked on me,negative,1,True,travel-mug
"second one i bought also leaked, seems like a design flaw honestly",negative,2,True,travel-mug
smells like chemicals no matter how many times i've washed it,negative,2,True,travel-mug
folds down small enough for my gym bag without any hassle at all,positive,5,False,yoga-mat
"Appreciate that it's made from natural rubber and it performs beautifully on the mat, though it showed up smelling like a tire shop and that hasn't fully gone away.",positive,3,True,yoga-mat
"Bought this after my last mug's handle snapped off within a month, and I'm happy to report this one feels far more solidly built, no wobble, no creaking, just a sturdy handle that's held up over four months of daily grabbing and carrying.",positive,4,True,travel-mug
"logo peeled right off the front after a few washes, looks awful now.",negative,2,True,flagship-cap
the color hasn't faded a bit even after being in my pocket for months,positive,4,True,phone-case
"So my package got delayed by weather for almost a week but when it finally arrived the cap more than made up for the wait, the fabric is soft yet structured and the fit is genuinely one of the best I've had. No complaints once it landed, and I'd order again despite the shipping hiccup.",positive,4,True,flagship-cap
"The box arrived a little crushed on one corner but the mat itself was completely unharmed, still rolled neatly with the strap intact. It doesn't have that overpowering rubber smell some mats have, and after two months of daily use it looks brand new. Great value.",positive,5,True,yoga-mat
"the silicone on this case feels premium, not sticky or gross like some cheaper ones i've tried",positive,4,True,phone-case
cant recommend this enough if you commute with coffee every day,positive,4,True,travel-mug
"this mug held my ice for a full day at the beach, unreal",positive,5,False,travel-mug
love how the edges of this case wrap around the screen just enough to protect it,positive,4,True,phone-case
"bought one for work and one for home, thats how much i love it",positive,5,True,travel-mug
"the mat arrived without the carrying strap that was clearly pictured in the listing, and when i reached out about it the whole exchange left me feeling like i'd been sold a product that wasn't as advertised.",negative,2,False,yoga-mat
"worn maybe a dozen times and already the brim has a permanent crease from being folded wrong at some point, ruining the whole silhouette of the cap.",negative,2,True,flagship-cap
"very underwhelmed, the fit is inconsistent and the material feels thinner than expected.",negative,2,True,flagship-cap
"Ordered this case hoping for a snug, secure fit and instead got something so loose it wobbles side to side on the phone, and after three weeks a corner has already chipped from a minor bump against a doorframe.",negative,1,True,phone-case
"cheap feeling from the moment i took it out of the box, the plastic-y texture doesn't inspire much confidence and sure enough within a few weeks small tears appeared along one edge. not durable at all.",negative,2,True,yoga-mat
the grip is nice and doesnt slip even when my hands are wet,positive,5,False,travel-mug
"feels way more premium than the price tag suggests, worth it",positive,5,True,yoga-mat
this thing rusts if you so much as look at it wrong,negative,1,True,travel-mug
"its the perfect size, not too bulky but holds plenty of coffee",positive,5,True,travel-mug
"the moment I took this out of the packaging I noticed loose threads dangling from the underside of the brim, and after just two wears the color had already started transferring onto my forehead in the heat. gross and cheaply made.",negative,1,False,budget-cap
shrank in the wash and now it sits way too high on my head.,negative,1,True,flagship-cap
"Shipping took over three weeks and when it finally showed up the case didn't even fit my phone model properly, the button cutouts were a good few millimeters off. Waste of money and time.",negative,2,True,phone-case
"Two of these flagship caps were ordered for my nephews and one arrived with a crooked logo, clearly a quality control miss that shouldn't happen on something sold as a flagship product.",negative,2,True,flagship-cap
"i gave this to my teenage daughter who just started taking yoga classes at school, and she says it's way comfier than the mats provided there. sturdy, doesn't slide, and looks great too. couldn't be happier with this gift choice.",positive,5,True,yoga-mat
this held up through a full winter of snow and salt without any wear,positive,5,False,phone-case
"returning immediately, the grip texture wore smooth after just a few sessions",negative,2,False,yoga-mat
"fingerprints everywhere on this thing, looks smudged five minutes after wiping it.",negative,1,False,phone-case
"this case reeks of chemicals, had to leave it outside for days.",negative,2,True,phone-case
"I regret buying this case, plain and simple. Within a month the plastic had already yellowed, the corners were chipped, and it no longer sits flush against my phone. Save your money and look elsewhere.",negative,2,False,phone-case
"expected durability for the price but this thing frayed almost immediately, not happy.",negative,2,True,flagship-cap
"thinnest mat ive ever owned, you can feel every bump in the floor",negative,1,True,yoga-mat
"i dropped my phone from my couch, barely two feet onto a rug, and the corner of this case cracked clean through. that's about as gentle a drop as it gets. not confident in this thing at all.",negative,1,True,phone-case
"sweat stains show up instantly on this fabric, ruined after one hot afternoon.",negative,2,True,flagship-cap
"worth every cent, ive recommended this mug to everyone i know",positive,5,True,travel-mug
"Received this as a hand me down gift from a friend who bought two by accident, and after using it for a month I understand why she loves hers so much, the lid never drips and the coffee stays hot for my entire shift.",positive,4,False,travel-mug
"This budget cap smells like it was manufactured next to a tire factory, some kind of rubbery chemical scent that just won't quit even after days of airing out. On top of that the fabric already looks pilled after light wear. Skip it.",negative,2,True,budget-cap
"snapback mechanism broke the first time i adjusted it, cheap plastic.",negative,2,False,budget-cap
"the smell hit me before i even fully opened the box, this overpowering rubbery stench that made my whole living room smell like a tire shop for days. couldn't even bring myself to use it until the smell faded, and by then i just wanted a refund.",negative,2,True,yoga-mat
"one handed opening while driving is so convenient, highly recommend",positive,4,True,travel-mug
"returned mine after a single wear, the material felt scratchy against my skin.",negative,2,True,flagship-cap
"Picked this up for my mother in law's birthday and she called to say it was exactly what she needed for her garden club meetings. The finish looks classy, not plasticky at all. Great gift idea that actually landed well.",positive,4,False,travel-mug
"regret this purchase so much, should have just bought one from the store",negative,2,True,yoga-mat
this case has genuinely changed how careless i can be with my phone,positive,5,True,phone-case
comfy enough to forget im even wearing it after the first hour or so.,positive,5,True,budget-cap
"Shipping was fast, I'll give it that, but the cap itself came out of the box already smelling musty like it had been stored somewhere damp. The smell didn't improve after airing it out for several days. Wouldn't order again.",negative,1,True,budget-cap
"had this less than a month and it's already yellowing along the edges, which is gross considering it was supposed to stay clear. feels like a case built to look bad fast. not happy.",negative,1,True,phone-case
"shipping box arrived intact at least, small win, but the cap itself has an odd chemical smell straight out of the packaging that hasn't faded after a week of airing it out on the porch. Can't get past the smell honestly.",negative,2,True,budget-cap
the raised edges around the camera on this case actually protect the lens like they should,positive,5,True,phone-case
"snap closure broke within a week, total junk, wouldnt buy again.",negative,1,False,flagship-cap
"after two uses the surface started flaking off, little bits everywhere on my carpet",negative,2,True,yoga-mat
"i've had worse cases cost twice as much, this one blows them out of the water",positive,4,True,phone-case
"faded to a weird grayish tone after just a couple weeks in the sun, nothing like the vibrant photo of this flagship cap online. disappointed doesn't even cover it.",negative,1,True,flagship-cap
"got this as a birthday present from my mother in law and had to fake enthusiasm because it smelled overwhelmingly of rubber straight out of the packaging, a smell that took nearly a month to fade. not something i'd want to receive again.",negative,1,True,yoga-mat
"honestly the handle design on this is what sold me, easy to carry with one finger even when full, and after two months of daily use it hasn't loosened or wobbled at all. small detail but it makes a real difference every morning.",positive,4,True,travel-mug
"wore it fishing all weekend, kept the sun off my face perfectly, would buy again.",positive,5,False,budget-cap
"not what i expected, it was even better honestly",positive,5,True,flagship-cap
the texture is nice at first but it turns sticky and gross fast.,negative,1,True,phone-case
"Ordered this to replace a case that had started peeling after just a few weeks, and I'm happy to report this one is holding up far better, no peeling or discoloration after four months of daily wear. The extra couple dollars for better material was clearly worth it.",positive,5,True,phone-case
"I switched to this mat after my last one started developing a slick spot in the middle from wear, and so far this one has remained perfectly tacky across the entire surface after three months of regular use. The grip during standing balance poses has been excellent. Very happy with how this purchase has turned out.",positive,4,True,yoga-mat
cat cow used to hurt my knees but not anymore with this mat,positive,4,False,yoga-mat
"way too heavy, gives me a headache after an hour of wearing it.",negative,2,True,flagship-cap
"came in a flat box so there wasn't a single crease in the bill, love that attention to detail. six months of yard work and hiking later and the color hasn't faded one bit. this cap is a keeper and I'm already eyeing a second one.",positive,4,True,budget-cap
"the lid seals perfectly, tossed it in my bag and nothing spilled",positive,5,False,travel-mug
"Six months of wearing this flagship cap on the boat every weekend and it still looks sharp despite salt water and sun exposure. The snapback closure hasn't loosened at all. Money well spent, this thing is built to last.",positive,4,True,flagship-cap
"the color on this is even richer in person than in the pictures, a deep navy that hasn't faded a bit after five months of regular sun exposure from my car dashboard mount. holds up well structurally too. really solid pick if you're worried about colors looking different once they arrive.",positive,4,True,phone-case
"genuinely impressed by the shock absorption, this case saved my phone on a hardwood floor drop",positive,5,True,phone-case
"bought this for my daily commute and it hasnt leaked once, love it",positive,4,False,travel-mug
"I ordered this specifically for the supposed drop protection and was disappointed to find my phone's screen cracked from a fall onto tile, from table height, which any decent case should handle fine.",negative,1,False,phone-case
developed a musty smell after one light rain that never fully went away.,negative,2,True,flagship-cap
Bought this specifically for winter hikes and it kept my hot cocoa steaming for the entire four hour trail. The exterior grip stayed warm to hold even in freezing temps which surprised me. This mug earned a permanent spot in my pack.,positive,5,False,travel-mug
"become a staple in my closet honestly, wear this cap almost every day now.",positive,5,True,budget-cap
"this mug arrived without the straw or the cleaning brush that was supposedly included, and when I emailed support I never heard back. Poor quality control and worse customer service.",negative,1,False,travel-mug
"just unboxed this and the build quality already feels noticeably better than the last mug I bought from a different brand, heavier base, tighter lid, no wobble at all. looking forward to seeing how it holds up but the first impression is excellent.",positive,5,True,travel-mug
"the color i ordered showed up looking completely different in person, a dull washed out version of the vibrant teal pictured online, and the material itself feels stiff rather than the soft supple texture advertised.",negative,1,True,yoga-mat
"honestly one of the worst mats ive tried, thin, slippery, and smells awful",negative,2,False,yoga-mat
colors bled everywhere in the wash and ruined my other clothes.,negative,1,True,budget-cap
"love that its dishwasher safe, makes cleanup so much easier",positive,4,False,travel-mug
"my aunt bought this for me not realizing how thin it actually is in person, and while i appreciated the gesture, using it for anything beyond a light stretch session is genuinely uncomfortable on the joints.",negative,1,True,yoga-mat
"the exterior finish started flaking off after just a month of being tossed in my bag daily, leaving little paint chips at the bottom of my backpack. Cheaply made and disappointing for the price.",negative,1,True,travel-mug
"Brim warped within the first week just sitting on my dresser, had to reshape it by hand. Color and embroidery are genuinely excellent though, so it's a mixed bag.",negative,3,True,flagship-cap
honestly didnt expect much but the quality here just blew me away,positive,4,True,yoga-mat
"solid stitching, comfortable fit, and it didnt shrink after i washed it once.",positive,5,True,budget-cap
broke apart at the seams after just a handful of washes,negative,2,True,travel-mug
"I was replacing an old mat that had gone completely bald in the areas where my hands and feet usually land, and this new one has shown zero signs of that kind of wear after four months of the same routine. The grip and cushioning are both noticeably better than my previous mat. Would recommend to anyone dealing with a worn out mat.",positive,4,True,yoga-mat
this hat exceeded my expectations in every single way possible,positive,4,True,flagship-cap
"Got this as a white elephant gift item for an office party and honestly felt bad handing it over once I noticed how cheap it felt in the box, thin corners and a loose camera ring that rattles when you shake it.",negative,2,True,phone-case
"this budget cap fell apart after two wears, stitching just gave up completely.",negative,1,True,budget-cap
for what they charge this flagship cap should really last longer than a month.,negative,2,True,flagship-cap
"worth every cent, the comfort level here is honestly unmatched",positive,4,True,yoga-mat
"Gave this flagship cap to my brother for his birthday and he mentioned within a week that the inside sweatband was already peeling away from the fabric. Kind of embarrassing honestly, I expected more from a ""flagship"" product.",negative,2,True,flagship-cap
this cap traveled with me everywhere and never lost its shape,positive,4,True,flagship-cap
"Got this as a gift for my grandfather and he was too polite to complain, but I noticed myself that the material felt paper thin and the color had already started fading after he wore it a handful of times in the garden. Wouldn't gift this again.",negative,1,False,budget-cap
"I was skeptical about the price being so low and unfortunately my instincts were right, the case arrived with a slight chemical smell and cracked at the corner during the first accidental drop from my desk.",negative,2,False,phone-case
"I bought this mat specifically for pilates and it handles the demands of that practice just as well as traditional yoga poses, offering both grip and cushion where needed. Arrived quickly with sturdy packaging protecting it from any shipping damage. Extremely happy with how this purchase turned out.",positive,5,True,yoga-mat
"It's fine, just fine. Doesn't feel like it'll last a full season, the fabric already looks a little pilled around the button on top, and I've only worn it a handful of times.",negative,3,False,budget-cap
"my sister gifted me this flagship cap for my birthday and it's honestly become my favorite accessory, the fit is snug without pinching and the fabric has held its color beautifully through weeks of daily wear. couldn't have asked for a better gift.",positive,5,True,flagship-cap
"Bought two of these caps as gifts and both had loose threads dangling from the brim stitching right out of the packaging, hardly the polished presentation I expected for the price.",negative,2,False,flagship-cap
wears this to work every single day now and swears by it constantly.,positive,4,True,budget-cap
"lightweight but still thick and supportive, perfect combo honestly",positive,4,True,yoga-mat
"The stitching on the faux leather back started unraveling within the first ten days, little threads poking out everywhere. Feels like a knockoff despite the price they charge for it.",negative,1,True,phone-case
the strap that came with it snapped the first time i tried to carry it,negative,2,True,yoga-mat
"the material on this budget cap feels more like a costume prop than an actual wearable hat, stiff and crinkly in a way that never softened up even after weeks of use. not comfortable, not durable, not recommending it.",negative,1,True,budget-cap
"surface started peeling at one corner after only two weeks of gentle home practice, revealing a rough fabric layer underneath that catches on my yoga clothes. really not built to last.",negative,2,True,yoga-mat
"easy to snap this case on and off when i need to charge wirelessly, no fuss",positive,4,True,phone-case
"So happy I finally replaced my ratty old cap with this one. The material feels premium, almost like a proper structured ballcap you'd pay triple for, and the stitching detail on the brim is a really nice touch. Five stars, easy recommendation.",positive,5,True,flagship-cap
this mug survived a fall down my stairs without a scratch,positive,4,False,travel-mug
"exactly what i needed for golfing, keeps sweat out of my eyes nicely",positive,5,True,flagship-cap
"The handle snapped clean off after two months of gentle daily use, and customer service just sent a copy-paste response instead of helping. Not worth the price at all.",negative,1,True,travel-mug
"Not the flagship cap I expected based on the marketing, the fit is off, the material feels cheap, and the stitching already looks tired after minimal use.",negative,2,True,flagship-cap
"brim shape on this cap is perfect, blocks the sun without blocking my whole view.",positive,4,True,budget-cap
"bought this for my dad and he wont take it off, great gift",positive,4,True,flagship-cap
"sturdy stitching and a comfy fit, exactly what i was hoping for",positive,4,False,flagship-cap
i wore this cap maybe five times before the adjustable strap buckle snapped clean off. five times. that's it. total waste of money.,negative,1,True,flagship-cap
"this case just works, no complaints, good grip and solid drop protection",positive,4,True,phone-case
"holding up great after months of wear, still looks brand new",positive,5,False,flagship-cap
"i do hot yoga three times a week and this mat has been an absolute workhorse, never once slipping no matter how much i sweat. five months of heavy use and it still looks practically new. this is the mat i recommend to everyone who asks me what i use.",positive,4,True,yoga-mat
my kid dropped my phone in the driveway and the case did its job perfectly,positive,4,True,phone-case
"Its brim developed a permanent kink after this cap was packed flat in a padded envelope rather than a proper box, not ideal packaging for something meant to hold its shape.",negative,1,True,flagship-cap
"never again buying from this seller, the mat smelled like a tire for weeks",negative,2,True,yoga-mat
"i've had this for about four months now and the surface has gone from grippy to slick, especially in the areas where my feet land most during flows, making balance poses genuinely risky.",negative,2,True,yoga-mat
theres a weird lump in the brim that wont flatten out no matter what.,negative,2,True,flagship-cap
This was a gift for my son heading off to college and he says it's survived being dropped in the dorm hallway more times than he can count. Still sealing perfectly according to him. Couldn't ask for a better dorm essential.,positive,4,True,travel-mug
"so excited to unbox this flagship cap but the excitement died fast once i noticed the fabric bunching weirdly around the crown, like the panels weren't cut evenly.",negative,1,True,flagship-cap
"This mug kept my coffee hot through an entire six hour flight delay sitting in my carry on bag, still warm when I finally got to drink it. Genuinely impressed with the insulation given how compact this thing is. Would buy again in a heartbeat.",positive,5,True,travel-mug
"Owned this flagship cap for about two months now and honestly can't recommend it, the fabric already shows pilling, the strap feels loose, and the color has faded more than I'd expect from such a short time.",negative,1,True,flagship-cap
"Keeps my coffee hot for a solid 6 hours, which is honestly impressive, though the lid is such a pain to get apart for washing that I've started just rinsing it under the tap and hoping for the best.",positive,4,False,travel-mug
"this yoga mat has been such a letdown, barely two months in and there are already thin patches forming exactly where my palms and feet repeatedly press down during regular flows.",negative,1,True,yoga-mat
"the hinge creaks and wobbles, feels like it could snap any moment.",negative,1,True,phone-case
buttons are so mushy i miss half my texts typing with this on.,negative,2,False,phone-case
"the hinge on the kickstand is so loose that my phone tips over constantly when propped up to watch a video, basically useless for the one feature that made me choose this case.",negative,1,True,phone-case
tossed this in the trash after about six weeks because it had started shedding little black flecks all over my clothes and floor every time i used it. genuinely gross and not something i'll be repurchasing.,negative,2,True,yoga-mat
"Ten out of ten packaging, the mug came wrapped like it was made of glass even though it's basically indestructible steel. Been using it every day for two months hiking and it hasn't lost any of its insulating power. Fantastic value for the money.",positive,5,True,travel-mug
"this arrived squished flat in a thin poly mailer with zero padding, brim creased right down the center and it hasn't recovered even after weeks of trying to reshape it by hand. disappointing purchase overall.",negative,1,False,budget-cap
"The texture of this mat reminds me of the expensive studio mats I used to rent, except I now own it outright for a fraction of the price. Six months of consistent use and there's no flattening where my feet usually land. This is a genuinely great value purchase.",positive,4,False,yoga-mat
"Ordered this alongside a screen protector and both arrived together well packaged with no damage. The case has protected my phone through two significant drops onto pavement, once from about shoulder height, without a single crack forming. Extremely satisfied with the level of protection for the price paid.",positive,4,True,phone-case
"Bought this as a housewarming gift for a friend who just started her yoga journey and she messaged me raving about how soft yet supportive it feels underfoot. The packaging was simple but effective, no dents or tears when it arrived. Definitely recommend for beginners.",positive,4,True,yoga-mat
"returning this asap, the material feels like it'll rip any second.",negative,2,True,budget-cap
"If you're on the fence about ordering this, just get it already. I was skeptical reading reviews but the build quality is there, the corners are reinforced enough that I've dropped my phone on stairs twice without a single crack, and it still looks brand new after four months. Couldn't be happier.",positive,4,True,phone-case
"this case doesnt absorb shock at all, my screen shattered anyway.",negative,2,True,phone-case
"My husband is impossible to buy for but this phone case, believe it or not, was a hit as a small anniversary gift, mostly because it fixed his complaint about his old case being too bulky in his pocket. Slim but still protective according to him after a couple months of testing. Great find.",positive,5,True,phone-case
"snapback mechanism jammed after a week, stuck at one size permanently now.",negative,2,True,flagship-cap
"super happy with this purchase, fits comfortably and looks sharp",positive,4,True,flagship-cap
"This mug's grip is textured just enough to stay in my hand during my morning runs without ever feeling slippery, even in the rain. Three months of daily use later, still performing exactly as expected. Would happily buy a second one.",positive,4,True,travel-mug
bought two for my sons and both love how it fits,positive,4,True,flagship-cap
ordered two of these travel mugs and both arrived with dented lids,negative,2,True,travel-mug
"quality control must be nonexistent, mine came with a hole already.",negative,1,False,budget-cap
bought this as a gift and felt embarrassed handing over something so poorly made.,negative,2,True,flagship-cap
"honestly disappointed, doesn't keep drinks cold at all like it claims",negative,1,True,travel-mug
shipping was fast and the case itself feels way more premium than the price tag,positive,5,False,phone-case
"returning this immediately, does not protect the phone at all.",negative,2,True,phone-case
"My teenage daughter picked this out herself for her new phone and even she, who is notoriously hard to please, has had nothing but good things to say about the grip and how it hasn't cracked despite a few drops at school already. Parenting win thanks to a good phone case choice.",positive,4,True,phone-case
"sweatband started peeling within days, left sticky residue on my forehead every time.",negative,1,True,flagship-cap
"This was an anniversary gift and my husband has used it every day since, mentioning more than once how impressed he is that it hasn't leaked in his work bag even after four months of daily commuting. A gift I'd happily repeat.",positive,4,False,travel-mug
"this phone case kept its color and shape after being left in a hot car for an entire summer more times than I'd like to admit, no warping or fading like I worried might happen. that alone makes it worth recommending to anyone in a hot climate.",positive,4,True,phone-case
bought this for camping and it kept the sun off perfectly,positive,4,True,flagship-cap
"logo cracked and peeled after minimal sun exposure, feels like a cheap print job.",negative,1,True,flagship-cap
"sturdy handle, easy grip, and it actually keeps drinks hot for hours",positive,5,True,travel-mug
"I run marathons and needed a cap that wouldn't get soaked and heavy with sweat, and this flagship cap has genuinely impressed me on that front. Breathable, lightweight but sturdy, and the fit stays put even during long runs. Would recommend to any runner looking for something reliable.",positive,4,True,flagship-cap
this cap's brim is stiff as cardboard and hurts to wear.,negative,2,False,budget-cap
